Name,Link,Tags,Actors,Director,Decade,Genre,Similar Stuff
Hook,https://www.youtube.com/watch?v=gZwsA3Vlqak,"Peter Pan, adventure, fantasy, Robin Williams, Neverland","Dustin Hoffman, Robin Williams, Julia Roberts, Bob Hoskins, Maggie Smith",Steven Spielberg,1990,Fantasy,"Peter Pan, Finding Neverland, The Chronicles of Narnia: The Lion, the Witch and the Wardrobe, Stardust, Alice in Wonderland"
Hot Shots!,https://www.youtube.com/watch?v=ysLHbkhM9GQ,Loading...,"Charlie Sheen, Cary Elwes, Valeria Golino, Lloyd Bridges, Kevin Dunn",Jim Abrahams,1990,Comedy,"Top Secret!, Airplane!, The Naked Gun: From the Files of Police Squad!, Loaded Weapon 1, Spy Hard"
Hot Shots! Part Deux,https://www.youtube.com/watch?v=PP9JOIRmJUs,Loading...,"Charlie Sheen, Lloyd Bridges, Valeria Golino, Richard Crenna, Brenda Bakke",Jim Abrahams,1990,Comedy,"Top Secret!, Airplane!, The Naked Gun: From the Files of Police Squad!, Loaded Weapon 1, Spy Hard"
Hotel Mumbai,https://www.youtube.com/watch?v=KRjLOzoxhFQ,Loading...,"Dev Patel, Armie Hammer, Nazanin Boniadi, Anupam Kher, Jason Isaacs",Anthony Maras,2010,Thriller,"The Impossible, United 93, Captain Phillips, Argo, Zero Dark Thirty, Munich, 13 Hours: The Secret Soldiers of Benghazi"
Idiocracy,https://www.youtube.com/watch?v=NdYRsrRptco,Loading...,"Luke Wilson, Maya Rudolph, Dax Shepard, Terry Crews, David Herman",Mike Judge,2000,Satire,"Wall-E, Brave New World, Demolition Man, The Time Machine, Futurama"
Immortal Beloved,https://youtu.be/WhMY8APdSWw?feature=shared,"biographical, romantic, drama, classical music, historical","Gary Oldman, Jeroen Krabbé, Isabella Rossellini, Johanna ter Steege, Marco Hofschneider",Bernard Rose,1990,Biographical,"Amadeus, Copying Beethoven, Impromptu, The Piano Teacher, The Lives of Others"
Indian,https://www.youtube.com/watch?v=a_LFpZI2gWU,Loading...,"Dev Patel, Freida Pinto, Madhur Mittal, Anil Kapoor, Irrfan Khan",S. Shankar,1990,Bollywood,"Lagaan, Swades, Rang De Basanti, Taare Zameen Par, Chak De! India"
Infernal Affairs II,https://www.youtube.com/watch?v=WlZ559Q0zv0,"crime, thriller, prequel, Hong Kong, police drama","Anthony Wong, Francis Ng, Edison Chen, Shawn Yue, Eric Tsang","Andrew Lau, Alan Mak",2000,Crime,"Infernal Affairs, Infernal Affairs III, The Departed, Election, Triad Election, A Better Tomorrow, Hard Boiled, The Killer"
Infernal Affairs III,https://www.youtube.com/watch?v=RP6prNRf_WY,"crime, thriller, police, undercover, sequel","Andy Lau, Tony Leung, Leon Lai, Chen Daoming, Kelly Chen","Andrew Lau, Alan Mak",2000,Crime,"Infernal Affairs, Infernal Affairs II, The Departed, Election, Triad Election, A Better Tomorrow, Hard Boiled, The Killer"
Inside Out,https://www.youtube.com/watch?v=OOO1DF1xIH0,"animation, emotions, family, adventure, Pixar","Amy Poehler, Phyllis Smith, Richard Kind, Bill Hader, Lewis Black","Pete Docter, Ronnie del Carmen",2010,Animation,"Up, Coco, Finding Nemo, Monsters, Inc., WALL-E, Toy Story, The Incredibles, Ratatouille, Soul"
Interview with the Vampire,https://www.youtube.com/watch?v=WcDTXW3S4iE,Loading...,"Brad Pitt, Tom Cruise, Kirsten Dunst, Antonio Banderas, Christian Slater",Neil Jordan,1990,Horror,"Bram Stoker's Dracula, The Vampire Diaries, True Blood, The Originals, Only Lovers Left Alive, Let the Right One In"
Invictus,https://www.youtube.com/watch?v=mt3uy--i2rc,"biography, sports, historical, inspirational, drama","Morgan Freeman, Matt Damon, Tony Kgoroge, Patrick Mofokeng, Matt Stern",Clint Eastwood,2000,Biography,"Mandela: Long Walk to Freedom, The Blind Side, Remember the Titans, The Great Debaters, Coach Carter"
"It's A Mad, Mad, Mad, Mad World",https://www.youtube.com/watch?v=rrolYVT8_9g,"comedy, ensemble cast, treasure hunt, slapstick, adventure","Spencer Tracy, Milton Berle, Sid Caesar, Buddy Hackett, Ethel Merman",Stanley Kramer,1960,Comedy,"Rat Race, The Great Race, Those Magnificent Men in Their Flying Machines, The Cannonball Run, Around the World in 80 Days"
Ivanhoe,https://www.youtube.com/watch?v=W9siPl_6cz4,"medieval, adventure, romance, knights, historical","Anthony Andrews, James Mason, Sam Neill, Michael Hordern, Olivia Hussey","Douglas Camfield, David Maloney",1950,Historical,"Excalibur, The Adventures of Robin Hood, Camelot, King Arthur, The Last Kingdom, Knightfall, Robin Hood: Prince of Thieves, The Lion in Winter, A Knight's Tale, Tristan + Isolde"
JFK Revisited: Through the Looking Glass,https://www.youtube.com/watch?v=ak2PylGqV4w,Loading...,"Whoopi Goldberg, Donald Sutherland, Oliver Stone, David Talbot, Cyril H. Wecht",Oliver Stone,2020,Documentary,"Parkland, Thirteen Days, Frost/Nixon, Nixon, The Post, All the President's Men"
JFK: (Director's Cut),https://www.youtube.com/watch?v=jfbgM-Tmzvk,"historical, conspiracy, drama, political, thriller","Kevin Costner, Gary Oldman, Jack Lemmon, Walter Matthau, Tommy Lee Jones",Oliver Stone,1990,Historical,"Nixon, Frost/Nixon, Thirteen Days, All the President's Men, The Post"
Jackie Brown,https://www.youtube.com/watch?v=nRqwWwOKW28,"crime, drama, thriller, adaptation, Tarantino","Pam Grier, Samuel L. Jackson, Robert Forster, Bridget Fonda, Michael Keaton",Quentin Tarantino,1990,Crime,"Out of Sight, Pulp Fiction, The Long Goodbye, Foxy Brown, Reservoir Dogs, True Romance"
Jason and the Argonauts,https://www.youtube.com/watch?v=qtQXO0KboRU,Loading...,"Todd Armstrong, Nancy Kovack, Gary Raymond, Laurence Naismith, Niall MacGinnis",Don Chaffey,1960,Fantasy,"Clash of the Titans, Hercules, The Odyssey, Immortals, Percy Jackson & the Olympians: The Lightning Thief, Wrath of the Titans, Troy, The Legend of Hercules"
Jekyll,https://www.youtube.com/show/SCoudkDkjXYIEWZbPqkOLNew?season=1&sbp=CgEx,"psychological thriller, mystery, drama, science fiction, split personality","James Nesbitt, Gina Bellman, Denis Lawson, Michelle Ryan, Meera Syal","Douglas Mackinnon, Matt Lipsey",2000,Thriller,"Hyde, Dr. Jekyll and Mr. Hyde, Mary Reilly, Penny Dreadful, The Strange Case of Dr. Jekyll and Mr. Hyde"
Jeune et Jolie,https://youtu.be/JBT04EXdt0Q?feature=shared,"French cinema, coming-of-age, drama, sexuality, controversial","Marine Vacth, Géraldine Pailhas, Frédéric Pierrot, Fantin Ravat, Johan Leysen",François Ozon,2010,Drama,"Belle de Jour, L'Enfant d'en haut, La Pianiste, Fish Tank, The Dreamers"
Joker,https://www.youtube.com/watch?v=LiDDlaJYep8,"psychological, thriller, crime, drama, dark","Joaquin Phoenix, Robert De Niro, Zazie Beetz, Frances Conroy, Brett Cullen",Todd Phillips,2010,Drama,"Taxi Driver, Fight Club, American Psycho, A Clockwork Orange, The Dark Knight, The Master, Falling Down"
Julius Caesar,https://www.youtube.com/watch?v=AGJSIrBwbw8,Loading...,"Marlon Brando, James Mason, John Gielgud, Louis Calhern, Greer Garson",Joseph L. Mankiewicz,1950,Historical,"Antony and Cleopatra, Coriolanus, The Tragedy of Macbeth, Richard III, Henry V"
Just Cause,https://www.youtube.com/watch?v=Iwkhcm5Moew,"legal drama, thriller, murder investigation, courtroom, justice","Sean Connery, Laurence Fishburne, Kate Capshaw, Blair Underwood, Ed Harris",Arne Glimcher,1990,Action,"A Time to Kill, The Firm, The Pelican Brief, Primal Fear, The Client"
Kaadhalan,https://www.youtube.com/watch?v=glaRx-i-RYA,Loading...,"Prabhu Deva, Nagma, Vadivelu, Raghuvaran, Girish Karnad",S. Shankar,1990,Romance,"Kadhal Desam, Gentleman, Bombay, Alaipayuthey, Minnale"
Kama Sutra: A Tale of Love,https://www.youtube.com/watch?v=--mEFYzD--8,Loading...,"Indira Varma, Sarita Choudhury, Ramon Tikaram, Naveen Andrews, Rekha",Mira Nair,1990,Erotic,"Perfume: The Story of a Murderer, The Lover, Dangerous Beauty, The Handmaiden, Lady Chatterley"
King Kong,https://youtu.be/j5H8b-wcgF8?feature=shared,"giant-monster, adventure, action, fantasy, romance","Naomi Watts, Jack Black, Adrien Brody, Thomas Kretschmann, Colin Hanks","Merian C. Cooper, Ernest B. Schoedsack",1930,Monster,"Godzilla, Jurassic Park, Pacific Rim, The Lost World: Jurassic Park, Rampage"
King Kong 1933,https://youtu.be/bWRqwv0DEcQ?si=24sZo8e2Pzov061B,"giant-monster, adventure, classic-film, special-effects, action","Fay Wray, Robert Armstrong, Bruce Cabot, Frank Reicher, Sam Hardy","Merian C. Cooper, Ernest B. Schoedsack",1930,Adventure,"Godzilla (1954), Mighty Joe Young (1949), The Beast from 20,000 Fathoms (1953), Them! (1954), The Lost World (1925)"
Kingdom Of Heaven - Director's Cut,https://www.youtube.com/watch?v=LzY7gbDInDI,"historical, epic, crusades, warfare, director's cut","Orlando Bloom, Eva Green, Jeremy Irons, David Thewlis, Brendan Gleeson",Ridley Scott,2000,Historical,"Gladiator, Braveheart, Troy, The Last Samurai, Robin Hood (2010), Alexander, 300, The Eagle, Excalibur, King Arthur"
Knight Rider · S1,https://www.youtube.com/show/SCeEIARQ8DQonI7WfT_eKxJA?season=1&sbp=CgEx,"action, crime, science-fiction, automotive, 1980s","David Hasselhoff, Edward Mulhare, Patricia McPherson, Rebecca Holden, Peter Parros","Daniel Haller, Winrich Kolbe, Bernard McEveety, Sidney Hayers, Bruce Bilson, Harvey S. Laidman, Charles Watson Sanford, Bob Bralver, Georg Fenady, Jeffrey Hayden, Alan Myerson, Bernard L. Kowalski, Paul Stanley, Gil Bettman, Sidney Hayers",1980,Action,"Airwolf, Street Hawk, The A-Team, Viper, Automan"
Kramer Vs. Kramer (1979),https://www.youtube.com/watch?v=wjRsx2zOSOI,"divorce, family-drama, custody-battle, emotional, courtroom","Dustin Hoffman, Meryl Streep, Justin Henry, Jane Alexander, Howard Duff",Robert Benton,1970,Drama,"Marriage Story (2019), Blue Valentine (2010), Revolutionary Road (2008), A Separation (2011), Scenes from a Marriage (1973)"
L.A. Confidential,https://www.youtube.com/watch?v=iLomCmToWAE,Loading...,"Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell, Kim Basinger",Curtis Hanson,1990,Noir,"Chinatown, The Untouchables, Mystic River, The Black Dahlia, Mulholland Falls"
La vie en rose,https://www.youtube.com/watch?v=62ECNG3zlwg,Loading...,"Marion Cotillard, Sylvie Testud, Pascal Greggory, Emmanuelle Seigner, Jean-Paul Rouve",Olivier Dahan,2000,Biography,"Amélie, Coco Before Chanel, The Intouchables, Midnight in Paris, A Very Long Engagement"
Last Tango in Paris,https://www.youtube.com/watch?v=OB55FHg5O-w,"drama, romance, controversial, erotic, psychological","Marlon Brando, Maria Schneider, Jean-Pierre Léaud, Massimo Girotti, Catherine Allégret",Bernardo Bertolucci,1970,Drama,"Blue Is the Warmest Color, 9 Songs, Eyes Wide Shut, Shame, The Dreamers"
Law & Order · S1,https://www.youtube.com/show/SC1DOLx1CFF7DVeyFo1HfBtw?season=1&sbp=CgEx,"crime, drama, legal, procedural, investigation","George Dzundza, Chris Noth, Dann Florek, Michael Moriarty, Richard Brooks","Jean de Segonzac, Vern Gillum, John Patterson",1990,Crime,"NYPD Blue, Homicide: Life on the Street, Criminal Minds, CSI: Crime Scene Investigation, The Closer, Blue Bloods"
Les Miserables (1998),https://www.youtube.com/watch?v=n160MUbGSXE,"historical-drama, French-Revolution, redemption, poverty, justice","Liam Neeson, Geoffrey Rush, Uma Thurman, Claire Danes, Hans Matheson",Bille August,1990,Drama,"The Count of Monte Cristo, A Tale of Two Cities, Anna Karenina, Pride and Prejudice, Jane Eyre, Great Expectations, War and Peace, The Scarlet Pimpernel, Oliver Twist, The Man in the Iron Mask"
Letters from Iwo Jima,https://youtu.be/ZVsNXMmO114?si=UjFeuu4F0_6XwkEI,"war, historical, drama, Japanese perspective, World War II","Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryo Kase, Shidou Nakamura",Clint Eastwood,2000,War,"Flags of Our Fathers, Saving Private Ryan, Hacksaw Ridge, The Thin Red Line, Dunkirk"
Lie to Me · S1,https://www.youtube.com/show/SCxH_WMW3OpFreUjdjsgnmSw?season=1&sbp=CgEx,Loading...,"Tim Roth, Kelli Williams, Brendan Hines, Monica Raymund, Hayley McFarland","Robert Schwentke, Adam Davidson, James Whitmore Jr., Lesli Linka Glatter, Arvin Brown, Clark Johnson, Michael Zinberg, John Behring, Elodie Keene, Daniel Sackheim, Tim Hunter, Eric Laneuville, Terrence O'Hara",2000,Drama,"The Mentalist, White Collar, Castle, Criminal Minds, The Blacklist"
Little Fockers,https://www.youtube.com/watch?v=K2aaRkRUHqw,"comedy, family, sequel, relationships, slapstick","Ben Stiller, Robert De Niro, Owen Wilson, Dustin Hoffman, Barbra Streisand",Paul Weitz,2010,Comedy,"Meet the Parents, Meet the Fockers, The Heartbreak Kid, Why Him?, Daddy's Home, The Internship"
"Lock, Stock and Two Smoking Barrels",https://www.youtube.com/watch?v=OgR85tzMzt4,"crime, comedy, British, heist, ensemble cast","Jason Flemyng, Dexter Fletcher, Nick Moran, Jason Statham, Steven Mackintosh",Guy Ritchie,1990,Crime,"Snatch, RocknRolla, Layer Cake, The Gentlemen, Revolver, Trainspotting, Smokin' Aces"
Logan,https://youtu.be/-Fqv9-U37vY?feature=shared,"superhero, action, drama, dystopian, Marvel","Hugh Jackman, Patrick Stewart, Dafne Keen, Boyd Holbrook, Stephen Merchant",James Mangold,2010,Superhero,"The Wolverine, X-Men: Days of Future Past, Mad Max: Fury Road, Blade Runner 2049, X-Men Origins: Wolverine, X-Men: The Last Stand, X-Men: First Class, X2: X-Men United"
Lord of War,https://www.youtube.com/watch?v=IgQFrKMkq6Y,"arms-dealing, crime, drama, thriller, moral-dilemma","Nicolas Cage, Jared Leto, Bridget Moynahan, Ian Holm, Ethan Hawke",Andrew Niccol,2000,Action,"Blood Diamond, War Dogs, The Last King of Scotland, American Gangster, Body of Lies"
Lucky Luke,https://www.youtube.com/watch?v=vl2dPq-EIO4,"Western, Comedy, Adventure, Adaptation, Cartoon","Terence Hill, Nancy Morgan, Roger Miller, Ron Carey, Dominic Barto",Terence Hill,1940,Western,"Blazing Saddles, Rango, Maverick, The Quick and the Dead, A Million Ways to Die in the West"
"Lust, Caution (Rated R)",https://www.youtube.com/watch?v=ACBwwFr-BlE,"espionage, romance, historical, thriller, drama","Tony Leung Chiu-wai, Tang Wei, Joan Chen, Leehom Wang, Chu Chih-ying",Ang Lee,2000,Erotic,"The Handmaiden, In the Mood for Love, Brokeback Mountain, Atonement, Blue Is the Warmest Color"
Mafia!,https://www.youtube.com/watch?v=EL2BhR5ZlLs,"comedy, parody, crime, spoof, mafia","Jay Mohr, Christina Applegate, Lloyd Bridges, Olympia Dukakis, Billy Burke",Jim Abrahams,1990,Crime,"The Godfather, Goodfellas, Casino, The Untouchables, Scarface, Donnie Brasco, The Sopranos"
Mary Shelley's Frankenstein,https://www.youtube.com/watch?v=ygN_-V942ns,Loading...,"Robert De Niro, Kenneth Branagh, Helena Bonham Carter, Tom Hulce, Aidan Quinn",Kenneth Branagh,1990,Gothic,"Bram Stoker's Dracula, The Wolfman, Sleepy Hollow, Victor Frankenstein, Gothic, Penny Dreadful, The Frankenstein Chronicles, Van Helsing"
Matchstick Men,https://www.youtube.com/watch?v=IQNqHsu2JLs,"con-artists, psychological, drama, crime, father-daughter-relationship","Nicolas Cage, Sam Rockwell, Alison Lohman, Bruce Altman, Bruce McGill",Ridley Scott,2000,Crime,"Ocean's Eleven, The Sting, Catch Me If You Can, American Hustle, The Brothers Bloom, The Grifters, Confidence, Nine Queens"
Meet the Fockers,https://www.youtube.com/watch?v=6OxQ7ZEFBxs,Loading...,"Ben Stiller, Robert De Niro, Dustin Hoffman, Barbra Streisand, Blythe Danner",Jay Roach,2000,Comedy,"Meet the Parents, Little Fockers, The Heartbreak Kid, Along Came Polly, Why Him?"
Meet the Parents,https://www.youtube.com/watch?v=QAXfdCmoU8E,Loading...,"Robert De Niro, Ben Stiller, Teri Polo, Blythe Danner, Owen Wilson",Jay Roach,2000,Comedy,"Meet the Fockers, Little Fockers, The Heartbreak Kid, Why Him?, Father of the Bride, Guess Who"
Megamind,https://www.youtube.com/watch?v=BYgeaIuOXfs,Loading...,"Will Ferrell, Tina Fey, Jonah Hill, David Cross, Brad Pitt",Tom McGrath,2010,Animation,"Despicable Me, The Incredibles, Monsters vs. Aliens, Hotel Transylvania, Cloudy with a Chance of Meatballs"
Michael Clayton,https://www.youtube.com/watch?v=fMPOpfIvdyY,"legal thriller, corporate corruption, moral dilemma, suspense, drama","George Clooney, Tom Wilkinson, Tilda Swinton, Sydney Pollack, Michael O'Keefe",Tony Gilroy,2000,Thriller,"Erin Brockovich, The Firm, A Civil Action, The Insider, Syriana, The Rainmaker, The Pelican Brief"
Minority Report,https://www.youtube.com/watch?v=N3QCRLQppf4,Loading...,"Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow, Lois Smith",Steven Spielberg,2000,Sci-fi,"Total Recall, Blade Runner, I, Robot, A.I. Artificial Intelligence, The Adjustment Bureau, Equilibrium, Gattaca, Inception, Source Code, Paycheck"
Miracle Workers · S1,https://www.youtube.com/show/SC3SZHhTHnaLsWPQAoMBY8Cw?season=1&sbp=CgEx,"comedy, fantasy, workplace, heaven, angels","Daniel Radcliffe, Steve Buscemi, Geraldine Viswanathan, Karan Soni, Jon Bass","Dan Schimpf, Maurice Marable",2010,Comedy,"The Good Place, Reaper, Pushing Daisies, Dead Like Me, Wonderfalls"
Money Monster,https://youtu.be/UaHMLfKeAtU?si=ySb3tU4aUTNPHnQG,"thriller, finance, hostage, live television, Wall Street","George Clooney, Julia Roberts, Jack O'Connell, Dominic West, Caitriona Balfe",Jodie Foster,2010,Thriller,"The Big Short, Wall Street, Margin Call, The Wolf of Wall Street, Inside Job, Boiler Room, Too Big to Fail, Arbitrage, Wall Street: Money Never Sleeps"
Mongol,https://www.youtube.com/watch?v=YA8dHd5ywAA,Loading...,"Tadanobu Asano, Sun Honglei, Khulan Chuluun, Aliya, Ba Sen",Sergei Bodrov,2000,Historical,"Genghis Khan, Marco Polo, The Conqueror, Attila, Alexander, The Last Samurai"
Monkey Man,https://www.youtube.com/watch?v=JEC-OU8Dyb0,"action, thriller, crime, revenge, adventure","Dev Patel, Sobhita Dhulipala, Sikandar Kher, Sharlto Copley, Akshay Oberoi",Deva Katta,2020,Action,"John Wick, The Raid, Extraction, Man on Fire, Drive"
Monsoon Wedding,https://www.youtube.com/watch?v=gNTx7kTwGNo,Loading...,"Naseeruddin Shah, Lillete Dubey, Shefali Shah, Vasundhara Das, Vijay Raaz",Mira Nair,2000,Drama,"The Namesake, Bend It Like Beckham, Bride and Prejudice, The Lunchbox, Dil Chahta Hai"
Monsters Inc,https://www.youtube.com/watch?v=87j4DUEwuP8,"animation, comedy, family, fantasy, adventure","John Goodman, Billy Crystal, Mary Gibbs, Steve Buscemi, James Coburn","Pete Docter, David Silverman, Lee Unkrich",2000,Animation,"Shrek, Finding Nemo, Toy Story, Despicable Me, The Incredibles, Cars, Ratatouille, Up, Ice Age, Madagascar"
Moon,https://www.youtube.com/watch?v=E-E13MP3o54,Loading...,"Sam Rockwell, Kevin Spacey, Dominique McElligott, Rosie Shaw, Kaya Scodelario",Duncan Jones,2010,Sci-fi,"Apollo 13, Interstellar, Gravity, The Martian, 2001: A Space Odyssey, Ad Astra, Solaris"
Mr. Brooks,https://youtu.be/dslMnygJJHY?si=f7b-8bX_JidDrj0a,"Serial killer, Psychological thriller, Dual identity, Crime drama, Kevin Costner","Kevin Costner, Demi Moore, Dane Cook, William Hurt, Marg Helgenberger",Bruce A. Evans,2000,Thriller,"Dexter, American Psycho, Se7en, The Talented Mr. Ripley, Nightcrawler"
Mughal-E-Azam,https://youtu.be/60y-xZSwBWA?si=mHmkjoyFpY_yvYvW,"historical, romance, drama, Bollywood, epic","Prithviraj Kapoor, Dilip Kumar, Madhubala, Durga Khote, Nigar Sultana",K. Asif,1960,Historical,"Jodhaa Akbar, Bajirao Mastani, Devdas, Padmaavat, Taj Mahal: An Eternal Love Story"
Mumbai Meri Jaan,https://youtu.be/8qI7Jg1ZaJ0?si=U6a-isVIIiN0H1nq,"drama, tragedy, resilience, Mumbai, real-life-events","Kay Kay Menon, Irrfan Khan, Soha Ali Khan, Madhavan, Paresh Rawal",Nishikant Kamat,2000,Drama,"A Wednesday, Black Friday, Delhi 6, Tahaan, Parzania"
Murder on the Orient Express,https://www.youtube.com/watch?v=7M3KttB8pyk,"mystery, crime, detective, adaptation, suspense","Kenneth Branagh, Penélope Cruz, Willem Dafoe, Judi Dench, Johnny Depp",Kenneth Branagh,1970,Mystery,"Death on the Nile, The ABC Murders, Crooked House, Evil Under the Sun, And Then There Were None, Witness for the Prosecution, The Mirror Crack'd"
My Cousin Vinny,https://www.youtube.com/watch?v=VAwYfh5OCnk,"comedy, legal, courtroom drama, fish-out-of-water, culture clash","Joe Pesci, Marisa Tomei, Ralph Macchio, Mitchell Whitfield, Fred Gwynne",Jonathan Lynn,1990,Comedy,"Liar Liar, The Lincoln Lawyer, A Few Good Men, Legally Blonde, The Rainmaker"
Mystic River,https://www.youtube.com/watch?v=NhsCNNK3Zc4,Loading...,"Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden",Clint Eastwood,2000,Drama,"Gone Baby Gone, Prisoners, Zodiac, The Girl with the Dragon Tattoo, Wind River"
Nightcrawler,https://www.youtube.com/watch?v=EIJJ1bqJHJI,"thriller, crime, journalism, psychological, suspense","Jake Gyllenhaal, Rene Russo, Riz Ahmed, Bill Paxton, Ann Cusack",Dan Gilroy,2010,Thriller,"Zodiac, Gone Girl, Prisoners, The Girl with the Dragon Tattoo, Se7en, Collateral, Nocturnal Animals"
No Sudden Move,https://www.youtube.com/watch?v=sBCh_MN41hM,"crime, thriller, heist, 1950s, mystery","Don Cheadle, Benicio del Toro, David Harbour, Jon Hamm, Brendan Fraser",Steven Soderbergh,2020,Crime,"The Little Things, Inside Man, The Town, Heat, Out of Sight"
North By Northwest,https://youtu.be/WwDm0BNTxvM?si=LWe45httL8E6SO_z,"thriller, espionage, classic, suspense, Hitchcock","Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis, Leo G. Carroll",Alfred Hitchcock,1950,Thriller,"Vertigo, Rear Window, To Catch a Thief, The Man Who Knew Too Much, Dial M for Murder"
Office Space,https://www.youtube.com/watch?v=R4kq6ozQ9To&t=3456s,"comedy, corporate satire, workplace, cult classic, 1990s","Ron Livingston, Jennifer Aniston, David Herman, Ajay Naidu, Gary Cole",Mike Judge,1990,Comedy,"Dilbert, The IT Crowd, Workaholics, Parks and Recreation, The Office (U.S.), Better Off Ted, Silicon Valley"
Oliver!,https://www.youtube.com/watch?v=-R4XCtBbw84,"musical, Charles Dickens, orphan, 1960s, family-friendly","Ron Moody, Oliver Reed, Harry Secombe, Shani Wallis, Mark Lester",Carol Reed,1960,Musical,"My Fair Lady, The Sound of Music, Mary Poppins, Annie, Fiddler on the Roof"
On the Waterfront,https://www.youtube.com/watch?v=zhVMdoA_XDA,"crime, drama, union, corruption, redemption","Marlon Brando, Eva Marie Saint, Lee J. Cobb, Rod Steiger, Karl Malden",Elia Kazan,1950,Drama,"Raging Bull, A Streetcar Named Desire, The Wild One, East of Eden, Rebel Without a Cause, The Hustler, Serpico"
Once Upon a Time in the West,https://www.youtube.com/watch?v=QEMOMz-pO44,Loading...,"Henry Fonda, Charles Bronson, Claudia Cardinale, Jason Robards, Gabriele Ferzetti",Sergio Leone,1960,Western,"The Good, the Bad and the Ugly, A Fistful of Dollars, For a Few Dollars More, High Plains Drifter, Unforgiven, Django Unchained, The Magnificent Seven, The Wild Bunch, True Grit, Tombstone"
Operation Valkyrie,https://www.youtube.com/watch?v=KCHArP2Tvwk,Loading...,"Sebastian Koch, Ulrich Tukur, Hardy Krüger Jr., Christopher Buchholz, Nina Kunzendorf",Jo Baier,2000,Historical,"Valkyrie, Downfall, The Resistance Banker, Anthropoid, The Imitation Game, Schindler's List, The Pianist, Inglourious Basterds"
Oppenheimer,https://www.youtube.com/watch?v=PQg_at1ICjU,Loading...,"Cillian Murphy, Emily Blunt, Matt Damon, Robert Downey Jr., Florence Pugh",Christopher Nolan,2020,Biographical,"Fat Man and Little Boy, The Beginning or the End, Manhattan, Copenhagen, Day One"
Outbreak,https://www.youtube.com/watch?v=5GKMknyS9xk,"virus, epidemic, thriller, suspense, drama","Dustin Hoffman, Rene Russo, Morgan Freeman, Kevin Spacey, Cuba Gooding Jr.",Wolfgang Petersen,1990,Thriller,"Contagion, 28 Days Later, The Andromeda Strain, World War Z, I Am Legend, The Hot Zone"
Parasite,https://www.youtube.com/watch?v=oiF1dHVcqM8,Loading...,"Song Kang-ho, Lee Sun-kyun, Cho Yeo-jeong, Choi Woo-shik, Park So-dam",Bong Joon-ho,2010,Thriller,"Snowpiercer, The Host, Memories of Murder, Burning, Oldboy"
Pather Panchali,https://www.youtube.com/watch?v=dCU4V_4RuFI,"Indian cinema, drama, family, rural life, Bengali culture","Kanu Bannerjee, Karuna Bannerjee, Subir Banerjee, Uma Das Gupta, Chunibala Devi",Satyajit Ray,1950,Drama,"Aparajito, The World of Apu, Charulata, The Music Room, Distant Thunder"
Patriot Games,https://www.youtube.com/watch?v=VdsPgwHsW-k,"thriller, espionage, action, political, adaptation","Harrison Ford, Anne Archer, Patrick Bergin, Sean Bean, Thora Birch",Phillip Noyce,1990,Thriller,"Clear and Present Danger, The Hunt for Red October, The Sum of All Fears, Jack Ryan: Shadow Recruit, Body of Lies, A Few Good Men, The Bourne Identity, Air Force One"
Philadelphia,https://www.youtube.com/watch?v=m139_i2tCcQ,"drama, legal, AIDS, social issues, courtroom","Tom Hanks, Denzel Washington, Jason Robards, Mary Steenburgen, Antonio Banderas",Jonathan Demme,1990,Drama,"Dallas Buyers Club, And the Band Played On, The Normal Heart, How to Survive a Plague, Longtime Companion"
Philip K. Dick's Electric Dreams · S1,https://www.youtube.com/show/SCZb9GjkUG0Y4nzhDsUhtEcQ?season=1&sbp=CgEx,Loading...,"Steve Buscemi, Bryan Cranston, Timothy Spall, Geraldine Chaplin, Greg Kinnear","Julian Jarrold, David Farr, Francesca Gregorini, Marc Munden, Jeffrey Reiner, Peter Horton, Tom Harper, Dee Rees, Alan Taylor, Michael Dinner",2010,Science-fiction,"Black Mirror · Love, Death & Robots · The Twilight Zone · Altered Carbon · The Outer Limits"
Pixar Short Film Collection Volume 2,https://www.youtube.com/watch?v=LU6Ua2UY3Sk,"animated, family-friendly, short films, Pixar, anthology","Sorry, but the ""Pixar Short Film Collection Volume 2"" is a compilation of short films and does not have a consistent set of lead actors across the different stories. Each short film features different characters and voice actors.","John Lasseter, Andrew Stanton, Pete Docter, Ralph Eggleston, Jan Pinkava, Bud Luckey, Roger Gould, Rob Gibbs, Teddy Newton, Gary Rydstrom, Angus MacLane, Peter Sohn, Doug Sweetland",2010,Animation,"Pixar Short Film Collection Volume 1, Pixar Short Film Collection Volume 3, Disney Short Films Collection, SparkShorts"
Planet of the Apes '68,https://www.youtube.com/watch?v=3KOQPNELMY4,Loading...,"Charlton Heston, Roddy McDowall, Kim Hunter, Maurice Evans, James Whitmore",Franklin J. Schaffner,1960,Sci-fi,"The Time Machine (1960), Logan's Run (1976), Soylent Green (1973), The Omega Man (1971), Invasion of the Body Snatchers (1978), 2001: A Space Odyssey (1968), Forbidden Planet (1956)"
